COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE,VERIFIED LOCATION,REGION,Georeference
Unknown,Cattaraugus,Allegany,31009705970000,KC 598,UN,NL,-78.526787,42.005257,NO,9,POINT (-78.526787 42.005257)
Unknown,Cattaraugus,Allegany,31009705980000,KC 599,UM,NL,-78.526825,42.009514,NO,9,POINT (-78.526825 42.009514)
Unknown,Cattaraugus,Allegany,31009705990000,KC 600,UN,NL,-78.526878,42.008156,NO,9,POINT (-78.526878 42.008156)
Unknown,Cattaraugus,Allegany,31009706000000,KC 601,UM,NL,-78.526917,42.010654,NO,9,POINT (-78.526917 42.010654)
Unknown,Cattaraugus,Allegany,31009706010000,KC 602,UN,NL,-78.526939,42.004204,NO,9,POINT (-78.526939 42.004204)
Unknown,Cattaraugus,Allegany,31009706020000,KC 603,UN,NL,-78.526962,42.007362,NO,9,POINT (-78.526962 42.007362)
Unknown,Cattaraugus,Allegany,31009706030000,KC 604,UN,NL,-78.526978,42.003498,NO,9,POINT (-78.526978 42.003498)
Unknown,Cattaraugus,Allegany,31009706040000,KC 605,UN,NL,-78.526993,42.004738,NO,9,POINT (-78.526993 42.004738)
Unknown,Cattaraugus,Allegany,31009706050000,KC 606,UN,NL,-78.527061,42.006031,NO,9,POINT (-78.527061 42.006031)
Unknown,Cattaraugus,Allegany,31009706060000,KC 607,UM,NL,-78.527115,42.012051,NO,9,POINT (-78.527115 42.012051)
Unknown,Cattaraugus,Allegany,31009706070000,KC 608,UN,NL,-78.527145,42.002846,NO,9,POINT (-78.527145 42.002846)
Unknown,Cattaraugus,Allegany,31009706080000,KC 609,UL,NL,-78.527153,42.009216,YES,9,POINT (-78.527153 42.009216)
Unknown,Cattaraugus,Allegany,31009706090000,KC 610,UL,NL,-78.527161,42.011028,YES,9,POINT (-78.527161 42.011028)
Unknown,Cattaraugus,Allegany,31009706100000,KC 611,UM,NL,-78.527168,42.009693,NO,9,POINT (-78.527168 42.009693)
Unknown,Cattaraugus,Allegany,31009706110000,KC 612,UN,NL,-78.527306,42.006672,NO,9,POINT (-78.527306 42.006672)
Unknown,Cattaraugus,Allegany,31009706120000,KC 613,UN,NL,-78.527306,42.003983,NO,9,POINT (-78.527306 42.003983)
Unknown,Cattaraugus,Allegany,31009706130000,KC 614,UL,NL,-78.52757,42.00019,YES,9,POINT (-78.52757 42.00019)
Unknown,Cattaraugus,Allegany,31009706140000,KC 615,UM,NL,-78.527359,42.001225,NO,9,POINT (-78.527359 42.001225)
Unknown,Cattaraugus,Allegany,31009706150000,KC 616,UN,NL,-78.527367,42.001781,NO,9,POINT (-78.527367 42.001781)
Unknown,Cattaraugus,Allegany,31009706160000,KC 617,UM,NL,-78.527397,42.011566,NO,9,POINT (-78.527397 42.011566)
Unknown,Cattaraugus,Allegany,31009706170000,KC 618,UN,NL,-78.527435,42.016903,NO,9,POINT (-78.527435 42.016903)
Unknown,Cattaraugus,Allegany,31009706180000,KC 619,UN,NL,-78.527435,42.00354,NO,9,POINT (-78.527435 42.00354)
Unknown,Cattaraugus,Allegany,31009706190000,KC 620,UM,NL,-78.527466,42.012516,NO,9,POINT (-78.527466 42.012516)
Unknown,Cattaraugus,Allegany,31009706200000,KC 621,UM,NL,-78.527565,42.009518,NO,9,POINT (-78.527565 42.009518)
Unknown,Cattaraugus,Allegany,31009706210000,KC 622,UN,NL,-78.527649,42.001972,NO,9,POINT (-78.527649 42.001972)
Unknown,Cattaraugus,Allegany,31009706220000,KC 623,UN,NL,-78.527657,42.002964,NO,9,POINT (-78.527657 42.002964)
Unknown,Cattaraugus,Allegany,31009706230000,KC 624,UM,NL,-78.52774,42.010143,NO,9,POINT (-78.52774 42.010143)
Unknown,Cattaraugus,Allegany,31009706240000,KC 625,UM,NL,-78.527817,42.013069,NO,9,POINT (-78.527817 42.013069)
Unknown,Cattaraugus,Allegany,31009706250000,KC 626,UN,NL,-78.527924,42.007915,NO,9,POINT (-78.527924 42.007915)
Unknown,Cattaraugus,Allegany,31009706260000,KC 627,UN,NL,-78.527954,42.008926,NO,9,POINT (-78.527954 42.008926)
Unknown,Cattaraugus,Allegany,31009706270000,KC 628,UN,NL,-78.527962,42.015778,NO,9,POINT (-78.527962 42.015778)
Unknown,Cattaraugus,Allegany,31009706280000,KC 629,UM,NL,-78.528015,42.011204,NO,9,POINT (-78.528015 42.011204)
Unknown,Cattaraugus,Allegany,31009706290000,KC 630,UN,NL,-78.528023,42.006744,NO,9,POINT (-78.528023 42.006744)
Unknown,Cattaraugus,Allegany,31009706300000,KC 631,UM,NL,-78.528038,42.010647,NO,9,POINT (-78.528038 42.010647)
Unknown,Cattaraugus,Allegany,31009706310000,KC 632,UM,NL,-78.528038,42.00975,NO,9,POINT (-78.528038 42.00975)
Unknown,Cattaraugus,Allegany,31009706320000,KC 633,UM,NL,-78.528076,42.014545,NO,9,POINT (-78.528076 42.014545)
Unknown,Cattaraugus,Allegany,31009706330000,KC 634,UN,NL,-78.528084,42.00457,NO,9,POINT (-78.528084 42.00457)
Unknown,Cattaraugus,Allegany,31009706340000,KC 635,UM,NL,-78.528168,42.012714,NO,9,POINT (-78.528168 42.012714)
Unknown,Cattaraugus,Allegany,31009706350000,KC 636,UN,NL,-78.528229,42.003593,NO,9,POINT (-78.528229 42.003593)
Unknown,Cattaraugus,Allegany,31009706360000,KC 637,UN,NL,-78.528259,42.007694,NO,9,POINT (-78.528259 42.007694)
Unknown,Cattaraugus,Allegany,31009706370000,KC 638,UL,NL,-78.527835,42.012201,YES,9,POINT (-78.527835 42.012201)
Unknown,Cattaraugus,Allegany,31009706380000,KC 639,UN,NL,-78.528305,42.004448,NO,9,POINT (-78.528305 42.004448)
Unknown,Cattaraugus,Allegany,31009706390000,KC 640,UN,NL,-78.52832,42.004715,NO,9,POINT (-78.52832 42.004715)
Unknown,Cattaraugus,Allegany,31009706400000,KC 641,UM,NL,-78.528328,42.011471,NO,9,POINT (-78.528328 42.011471)
Unknown,Cattaraugus,Allegany,31009706410000,KC 642,UM,NL,-78.528328,42.01107,NO,9,POINT (-78.528328 42.01107)
Unknown,Cattaraugus,Allegany,31009706420000,KC 643,UN,NL,-78.528366,42.005039,NO,9,POINT (-78.528366 42.005039)
Unknown,Cattaraugus,Allegany,31009706430000,KC 644,UM,NL,-78.528374,42.009533,NO,9,POINT (-78.528374 42.009533)
Unknown,Cattaraugus,Allegany,31009706440000,KC 645,UN,NL,-78.528389,42.016907,NO,9,POINT (-78.528389 42.016907)
Unknown,Cattaraugus,Allegany,31009706450000,KC 646,UM,NL,-78.528404,42.009834,NO,9,POINT (-78.528404 42.009834)
Unknown,Cattaraugus,Allegany,31009706460000,KC 647,UN,NL,-78.528458,42.005417,NO,9,POINT (-78.528458 42.005417)
Unknown,Cattaraugus,Allegany,31009706470000,KC 648,UN,NL,-78.528496,42.004158,NO,9,POINT (-78.528496 42.004158)
Unknown,Cattaraugus,Allegany,31009706480000,KC 649,UN,NL,-78.528587,42.005814,NO,9,POINT (-78.528587 42.005814)
Unknown,Cattaraugus,Allegany,31009706490000,KC 650,UM,NL,-78.528595,42.012405,NO,9,POINT (-78.528595 42.012405)
Unknown,Cattaraugus,Allegany,31009706500000,KC 651,UN,NL,-78.528595,42.008553,NO,9,POINT (-78.528595 42.008553)
Unknown,Cattaraugus,Allegany,31009706510000,KC 652,UM,NL,-78.52861,42.012966,NO,9,POINT (-78.52861 42.012966)
Unknown,Cattaraugus,Allegany,31009706520000,KC 653,UN,NL,-78.528625,42.007465,NO,9,POINT (-78.528625 42.007465)
Unknown,Cattaraugus,Allegany,31009706530000,KC 654,UM,NL,-78.528633,42.000984,NO,9,POINT (-78.528633 42.000984)
Unknown,Cattaraugus,Allegany,31009706540000,KC 655,UM,NL,-78.528633,42.000328,NO,9,POINT (-78.528633 42.000328)
Unknown,Cattaraugus,Allegany,31009706550000,KC 656,UN,NL,-78.528664,42.006382,NO,9,POINT (-78.528664 42.006382)
Unknown,Cattaraugus,Allegany,31009706560000,KC 657,UN,NL,-78.528748,42.007996,NO,9,POINT (-78.528748 42.007996)
Unknown,Cattaraugus,Allegany,31009706570000,KC 658,UN,NL,-78.528755,42.008347,NO,9,POINT (-78.528755 42.008347)
Unknown,Cattaraugus,Allegany,31009706580000,KC 659,UN,NL,-78.52877,42.003632,NO,9,POINT (-78.52877 42.003632)
Unknown,Cattaraugus,Allegany,31009706590000,KC 660,UN,NL,-78.528778,42.002239,NO,9,POINT (-78.528778 42.002239)
Unknown,Cattaraugus,Allegany,31009706600000,KC 661,UM,NL,-78.528786,42.011284,NO,9,POINT (-78.528786 42.011284)
Unknown,Cattaraugus,Allegany,31009706610000,KC 662,UN,NL,-78.528793,42.001865,NO,9,POINT (-78.528793 42.001865)
Unknown,Cattaraugus,Allegany,31009706620000,KC 663,UM,NL,-78.528809,42.010464,NO,9,POINT (-78.528809 42.010464)
Unknown,Cattaraugus,Allegany,31009706630000,KC 664,UM,NL,-78.528831,42.013264,NO,9,POINT (-78.528831 42.013264)
Unknown,Cattaraugus,Allegany,31009706640000,KC 665,UN,NL,-78.528831,42.003403,NO,9,POINT (-78.528831 42.003403)
Unknown,Cattaraugus,Allegany,31009706650000,KC 666,UN,NL,-78.528877,42.005154,NO,9,POINT (-78.528877 42.005154)
Unknown,Cattaraugus,Allegany,31009706660000,KC 667,UM,NL,-78.528992,42.012497,NO,9,POINT (-78.528992 42.012497)
Unknown,Cattaraugus,Allegany,31009706670000,KC 668,UN,NL,-78.529045,42.004444,NO,9,POINT (-78.529045 42.004444)
Unknown,Cattaraugus,Allegany,31009706680000,KC 669,UM,NL,-78.529114,42.000397,NO,9,POINT (-78.529114 42.000397)
Unknown,Cattaraugus,Allegany,31009706690000,KC 670,UN,NL,-78.529129,42.00547,NO,9,POINT (-78.529129 42.00547)
Unknown,Cattaraugus,Allegany,31009706700000,KC 671,UM,NL,-78.529129,42.01218,NO,9,POINT (-78.529129 42.01218)
Unknown,Cattaraugus,Allegany,31009706710000,KC 672,UN,NL,-78.529144,42.009117,NO,9,POINT (-78.529144 42.009117)
Unknown,Cattaraugus,Allegany,31009706720000,KC 673,UN,NL,-78.529182,42.008286,NO,9,POINT (-78.529182 42.008286)
Unknown,Cattaraugus,Allegany,31009706730000,KC 674,UN,NL,-78.529228,42.002666,NO,9,POINT (-78.529228 42.002666)
Unknown,Cattaraugus,Allegany,31009706740000,KC 675,UM,NL,-78.529251,42.009945,NO,9,POINT (-78.529251 42.009945)
Unknown,Cattaraugus,Allegany,31009706750000,KC 676,UN,NL,-78.529312,42.002209,NO,9,POINT (-78.529312 42.002209)
Unknown,Cattaraugus,Allegany,31009706760000,KC 677,UN,NL,-78.529373,42.003502,NO,9,POINT (-78.529373 42.003502)
Unknown,Cattaraugus,Allegany,31009706770000,KC 678,UN,NL,-78.529388,42.006035,NO,9,POINT (-78.529388 42.006035)
Unknown,Cattaraugus,Allegany,31009706780000,KC 679,UN,NL,-78.529427,42.007839,NO,9,POINT (-78.529427 42.007839)
Unknown,Cattaraugus,Allegany,31009706790000,KC 680,UN,NL,-78.529442,42.008823,NO,9,POINT (-78.529442 42.008823)
Unknown,Cattaraugus,Allegany,31009706800000,KC 681,UM,NL,-78.529449,42.011875,NO,9,POINT (-78.529449 42.011875)
Unknown,Cattaraugus,Allegany,31009706810000,KC 682,UN,NL,-78.529449,42.008469,NO,9,POINT (-78.529449 42.008469)
Unknown,Cattaraugus,Allegany,31009706820000,KC 683,UM,NL,-78.52948,42.011337,NO,9,POINT (-78.52948 42.011337)
Unknown,Cattaraugus,Allegany,31009706830000,KC 684,UN,NL,-78.529526,42.002945,NO,9,POINT (-78.529526 42.002945)
Unknown,Cattaraugus,Allegany,31009706840000,KC 685,UM,NL,-78.529572,42.001343,NO,9,POINT (-78.529572 42.001343)
Unknown,Cattaraugus,Allegany,31009706850000,KC 686,UN,NL,-78.529602,42.006676,NO,9,POINT (-78.529602 42.006676)
Unknown,Cattaraugus,Allegany,31009706860000,KC 687,UN,NL,-78.529617,42.00732,NO,9,POINT (-78.529617 42.00732)
Unknown,Cattaraugus,Allegany,31009706870000,KC 688,UN,NL,-78.529633,42.004845,NO,9,POINT (-78.529633 42.004845)
Unknown,Cattaraugus,Allegany,31009706880000,KC 689,UM,NL,-78.529633,42.012276,NO,9,POINT (-78.529633 42.012276)
Unknown,Cattaraugus,Allegany,31009706890000,KC 690,UM,NL,-78.529648,42.014565,NO,9,POINT (-78.529648 42.014565)
Unknown,Cattaraugus,Allegany,31009706900000,KC 691,UL,NL,-78.530176,42.009781,YES,9,POINT (-78.530176 42.009781)
Unknown,Cattaraugus,Allegany,31009706910000,KC 692,UN,NL,-78.529724,42.003338,NO,9,POINT (-78.529724 42.003338)
Unknown,Cattaraugus,Allegany,31009706920000,KC 693,UN,NL,-78.529785,42.013313,NO,9,POINT (-78.529785 42.013313)
Unknown,Cattaraugus,Allegany,31009706930000,KC 694,UN,NL,-78.529785,42.008049,NO,9,POINT (-78.529785 42.008049)
Unknown,Cattaraugus,Allegany,31009706940000,KC 695,UN,NL,-78.529816,42.002609,NO,9,POINT (-78.529816 42.002609)
Unknown,Cattaraugus,Allegany,31009706950000,KC 696,UN,NL,-78.529831,42.009075,NO,9,POINT (-78.529831 42.009075)
Unknown,Cattaraugus,Allegany,31009706960000,KC 697,UN,NL,-78.529884,42.001789,NO,9,POINT (-78.529884 42.001789)
Unknown,Cattaraugus,Allegany,31009706970000,KC 698,UN,NL,-78.5299,42.004189,NO,9,POINT (-78.5299 42.004189)
Unknown,Cattaraugus,Allegany,31009706980000,KC 699,UN,NL,-78.530006,42.012791,NO,9,POINT (-78.530006 42.012791)
Unknown,Cattaraugus,Allegany,31009706990000,KC 700,UN,NL,-78.530029,42.011589,NO,9,POINT (-78.530029 42.011589)
Unknown,Cattaraugus,Allegany,31009707000000,KC 701,UM,NL,-78.530045,42.010395,NO,9,POINT (-78.530045 42.010395)
Unknown,Cattaraugus,Allegany,31009707010000,KC 702,UN,NL,-78.53006,42.003822,NO,9,POINT (-78.53006 42.003822)
Unknown,Cattaraugus,Allegany,31009707020000,KC 703,UN,NL,-78.530083,42.005634,NO,9,POINT (-78.530083 42.005634)
Unknown,Cattaraugus,Allegany,31009707030000,KC 704,UN,NL,-78.530121,42.005402,NO,9,POINT (-78.530121 42.005402)
Unknown,Cattaraugus,Allegany,31009707040000,KC 705,UN,NL,-78.530144,42.009468,NO,9,POINT (-78.530144 42.009468)
Unknown,Cattaraugus,Allegany,31009707050000,KC 706,UN,NL,-78.530182,42.007397,NO,9,POINT (-78.530182 42.007397)
Unknown,Cattaraugus,Allegany,31009707060000,KC 707,UN,NL,-78.530182,42.011108,NO,9,POINT (-78.530182 42.011108)
Unknown,Cattaraugus,Allegany,31009707070000,KC 708,UN,NL,-78.530319,42.002995,NO,9,POINT (-78.530319 42.002995)
Unknown,Cattaraugus,Allegany,31009707080000,KC 709,UN,NL,-78.53038,42.012177,NO,9,POINT (-78.53038 42.012177)
Unknown,Cattaraugus,Allegany,31009707090000,KC 710,UN,NL,-78.530411,42.008564,NO,9,POINT (-78.530411 42.008564)
Unknown,Cattaraugus,Allegany,31009707100000,KC 711,UN,NL,-78.530434,42.009163,NO,9,POINT (-78.530434 42.009163)
Unknown,Cattaraugus,Allegany,31009707110000,KC 712,UN,NL,-78.530479,42.010735,NO,9,POINT (-78.530479 42.010735)
Unknown,Cattaraugus,Allegany,31009707120000,KC 713,UN,NL,-78.530495,42.002441,NO,9,POINT (-78.530495 42.002441)
Unknown,Cattaraugus,Allegany,31009707130000,KC 714,UN,NL,-78.530571,42.007977,NO,9,POINT (-78.530571 42.007977)
Unknown,Cattaraugus,Allegany,31009707140000,KC 715,UM,NL,-78.530586,42.00061,NO,9,POINT (-78.530586 42.00061)
Unknown,Cattaraugus,Allegany,31009707150000,KC 716,UN,NL,-78.530609,42.009521,NO,9,POINT (-78.530609 42.009521)
Unknown,Cattaraugus,Allegany,31009707160000,KC 717,UN,NL,-78.530632,42.00491,NO,9,POINT (-78.530632 42.00491)
Unknown,Cattaraugus,Allegany,31009707170000,KC 718,UN,NL,-78.53064,42.010357,NO,9,POINT (-78.53064 42.010357)
Unknown,Cattaraugus,Allegany,31009707180000,KC 719,UN,NL,-78.530655,42.003956,NO,9,POINT (-78.530655 42.003956)
Unknown,Cattaraugus,Allegany,31009707190000,KC 720,UN,NL,-78.530663,42.002125,NO,9,POINT (-78.530663 42.002125)
Unknown,Cattaraugus,Allegany,31009707200000,KC 721,UN,NL,-78.53067,42.009968,NO,9,POINT (-78.53067 42.009968)
Unknown,Cattaraugus,Allegany,31009707210000,KC 722,UN,NL,-78.530678,42.007118,NO,9,POINT (-78.530678 42.007118)
Unknown,Cattaraugus,Allegany,31009707220000,KC 723,UN,NL,-78.530685,42.005939,NO,9,POINT (-78.530685 42.005939)
Unknown,Cattaraugus,Allegany,31009707230000,KC 724,UM,NL,-78.530693,42.001507,NO,9,POINT (-78.530693 42.001507)
Unknown,Cattaraugus,Allegany,31009707240000,KC 725,UN,NL,-78.530823,42.0116,NO,9,POINT (-78.530823 42.0116)
Unknown,Cattaraugus,Allegany,31009707250000,KC 726,UN,NL,-78.530891,42.008408,NO,9,POINT (-78.530891 42.008408)
Unknown,Cattaraugus,Allegany,31009707260000,KC 727,UN,NL,-78.53093,42.007492,NO,9,POINT (-78.53093 42.007492)
Unknown,Cattaraugus,Allegany,31009707270000,KC 728,UN,NL,-78.530975,42.012505,NO,9,POINT (-78.530975 42.012505)
Unknown,Cattaraugus,Allegany,31009707280000,KC 729,UN,NL,-78.530983,42.014523,NO,9,POINT (-78.530983 42.014523)
Unknown,Cattaraugus,Allegany,31009707290000,KC 730,UN,NL,-78.531013,42.013187,NO,9,POINT (-78.531013 42.013187)
Unknown,Cattaraugus,Allegany,31009707300000,KC 731,UN,NL,-78.531052,42.009876,NO,9,POINT (-78.531052 42.009876)
Unknown,Cattaraugus,Allegany,31009707310000,KC 732,UN,NL,-78.531128,42.009075,NO,9,POINT (-78.531128 42.009075)
Unknown,Cattaraugus,Allegany,31009707320000,KC 733,UN,NL,-78.531158,42.012032,NO,9,POINT (-78.531158 42.012032)
Unknown,Cattaraugus,Allegany,31009707330000,KC 734,UN,NL,-78.531532,42.005035,NO,9,POINT (-78.531532 42.005035)
Unknown,Cattaraugus,Allegany,31009707340000,KC 735,UM,NL,-78.531601,42.001293,NO,9,POINT (-78.531601 42.001293)
Unknown,Cattaraugus,Allegany,31009707350000,KC 736,UN,NL,-78.531601,42.009533,NO,9,POINT (-78.531601 42.009533)
Unknown,Cattaraugus,Allegany,31009707360000,KC 737,UN,NL,-78.531609,42.0037,NO,9,POINT (-78.531609 42.0037)
Unknown,Cattaraugus,Allegany,31009707370000,KC 738,UN,NL,-78.531631,42.00774,NO,9,POINT (-78.531631 42.00774)
Unknown,Cattaraugus,Allegany,31009707380000,KC 739,UN,NL,-78.531685,42.004097,NO,9,POINT (-78.531685 42.004097)
Unknown,Cattaraugus,Allegany,31009707390000,KC 740,UN,NL,-78.531723,42.002972,NO,9,POINT (-78.531723 42.002972)
Unknown,Cattaraugus,Allegany,31009707400000,KC 741,UN,NL,-78.531738,42.012348,NO,9,POINT (-78.531738 42.012348)
Unknown,Cattaraugus,Allegany,31009707410000,KC 742,UN,NL,-78.531776,42.011555,NO,9,POINT (-78.531776 42.011555)
Unknown,Cattaraugus,Allegany,31009707420000,KC 743,UN,NL,-78.531784,42.008667,NO,9,POINT (-78.531784 42.008667)
Unknown,Cattaraugus,Allegany,31009707430000,KC 744,UN,NL,-78.53183,42.008152,NO,9,POINT (-78.53183 42.008152)
Unknown,Cattaraugus,Allegany,31009707440000,KC 745,UN,NL,-78.53186,42.004528,NO,9,POINT (-78.53186 42.004528)
Unknown,Cattaraugus,Allegany,31009707450000,KC 746,UN,NL,-78.531914,42.008434,NO,9,POINT (-78.531914 42.008434)
Unknown,Cattaraugus,Allegany,31009707460000,KC 747,UN,NL,-78.531967,42.009274,NO,9,POINT (-78.531967 42.009274)
Unknown,Cattaraugus,Allegany,31009707470000,KC 748,UN,NL,-78.532112,42.00494,NO,9,POINT (-78.532112 42.00494)
Unknown,Cattaraugus,Allegany,31009707480000,KC 749,UN,NL,-78.532196,42.01054,NO,9,POINT (-78.532196 42.01054)
Unknown,Cattaraugus,Allegany,31009707490000,KC 750,UN,NL,-78.532272,42.01173,NO,9,POINT (-78.532272 42.01173)
Unknown,Cattaraugus,Allegany,31009707500000,KC 751,UN,NL,-78.532288,42.008957,NO,9,POINT (-78.532288 42.008957)
Unknown,Cattaraugus,Allegany,31009707510000,KC 752,UM,NL,-78.53231,42.001659,NO,9,POINT (-78.53231 42.001659)
Unknown,Cattaraugus,Allegany,31009707520000,KC 753,UM,NL,-78.532349,42.000385,NO,9,POINT (-78.532349 42.000385)
Unknown,Cattaraugus,Allegany,31009707530000,KC 754,UM,NL,-78.532364,42.00127,NO,9,POINT (-78.532364 42.00127)
Unknown,Cattaraugus,Allegany,31009707540000,KC 755,UN,NL,-78.532364,42.009983,NO,9,POINT (-78.532364 42.009983)
Unknown,Cattaraugus,Allegany,31009707550000,KC 756,UN,NL,-78.532394,42.008572,NO,9,POINT (-78.532394 42.008572)
Unknown,Cattaraugus,Allegany,31009707560000,KC 757,UN,NL,-78.532425,42.012791,NO,9,POINT (-78.532425 42.012791)
Unknown,Cattaraugus,Allegany,31009707570000,KC 758,UN,NL,-78.532501,42.007809,NO,9,POINT (-78.532501 42.007809)
Unknown,Cattaraugus,Allegany,31009707580000,KC 759,UN,NL,-78.532516,42.005234,NO,9,POINT (-78.532516 42.005234)
Unknown,Cattaraugus,Allegany,31009707590000,KC 760,UN,NL,-78.532623,42.012253,NO,9,POINT (-78.532623 42.012253)
Unknown,Cattaraugus,Allegany,31009707600000,KC 761,UN,NL,-78.532646,42.009041,NO,9,POINT (-78.532646 42.009041)
Unknown,Cattaraugus,Allegany,31009707610000,KC 762,UN,NL,-78.532661,42.009708,NO,9,POINT (-78.532661 42.009708)
Unknown,Cattaraugus,Allegany,31009707620000,KC 763,UN,NL,-78.532784,42.00877,NO,9,POINT (-78.532784 42.00877)
Unknown,Cattaraugus,Allegany,31009707630000,KC 764,UN,NL,-78.532837,42.010612,NO,9,POINT (-78.532837 42.010612)
Unknown,Cattaraugus,Allegany,31009707640000,KC 765,UN,NL,-78.532852,42.005775,NO,9,POINT (-78.532852 42.005775)
Unknown,Cattaraugus,Allegany,31009707650000,KC 766,UM,NL,-78.532883,42.001255,NO,9,POINT (-78.532883 42.001255)
Unknown,Cattaraugus,Allegany,31009707660000,KC 767,UN,NL,-78.532951,42.00621,NO,9,POINT (-78.532951 42.00621)
Unknown,Cattaraugus,Allegany,31009707670000,KC 768,UN,NL,-78.532982,42.009468,NO,9,POINT (-78.532982 42.009468)
Unknown,Cattaraugus,Allegany,31009707680000,KC 769,UN,NL,-78.532982,42.003864,NO,9,POINT (-78.532982 42.003864)
Unknown,Cattaraugus,Allegany,31009707690000,KC 770,UN,NL,-78.53299,42.009163,NO,9,POINT (-78.53299 42.009163)
Unknown,Cattaraugus,Allegany,31009707700000,KC 771,UN,NL,-78.533066,42.004837,NO,9,POINT (-78.533066 42.004837)
Unknown,Cattaraugus,Allegany,31009707710000,KC 772,UN,NL,-78.533104,42.007465,NO,9,POINT (-78.533104 42.007465)
Unknown,Cattaraugus,Allegany,31009707720000,KC 773,UN,NL,-78.533119,42.005329,NO,9,POINT (-78.533119 42.005329)
Unknown,Cattaraugus,Allegany,31009707730000,KC 774,UN,NL,-78.533157,42.003288,NO,9,POINT (-78.533157 42.003288)
Unknown,Cattaraugus,Allegany,31009707740000,KC 775,UN,NL,-78.533165,42.011856,NO,9,POINT (-78.533165 42.011856)
Unknown,Cattaraugus,Allegany,31009707750000,KC 776,UM,NL,-78.533173,42.000275,NO,9,POINT (-78.533173 42.000275)
Unknown,Cattaraugus,Allegany,31009707760000,KC 777,UM,NL,-78.533195,42.001701,NO,9,POINT (-78.533195 42.001701)
Unknown,Cattaraugus,Allegany,31009707770000,KC 778,UN,NL,-78.533241,42.009651,NO,9,POINT (-78.533241 42.009651)
Unknown,Cattaraugus,Allegany,31009707780000,KC 779,UM,NL,-78.533249,42.002087,NO,9,POINT (-78.533249 42.002087)
Unknown,Cattaraugus,Allegany,31009707790000,KC 780,UN,NL,-78.533279,42.008945,NO,9,POINT (-78.533279 42.008945)
Unknown,Cattaraugus,Allegany,31009707800000,KC 781,UN,NL,-78.53331,42.013859,NO,9,POINT (-78.53331 42.013859)
Unknown,Cattaraugus,Allegany,31009707810000,KC 782,UN,NL,-78.53334,42.007095,NO,9,POINT (-78.53334 42.007095)
Unknown,Cattaraugus,Allegany,31009707820000,KC 783,UN,NL,-78.533417,42.008228,NO,9,POINT (-78.533417 42.008228)
Unknown,Cattaraugus,Allegany,31009707830000,KC 784,UN,NL,-78.533417,42.018105,NO,9,POINT (-78.533417 42.018105)
Unknown,Cattaraugus,Allegany,31009707840000,KC 785,UN,NL,-78.53347,42.00082,NO,9,POINT (-78.53347 42.00082)
Unknown,Cattaraugus,Allegany,31009707850000,KC 786,UN,NL,-78.533562,42.012806,NO,9,POINT (-78.533562 42.012806)
Unknown,Cattaraugus,Allegany,31009707860000,KC 787,UN,NL,-78.533569,42.007507,NO,9,POINT (-78.533569 42.007507)
Unknown,Cattaraugus,Allegany,31009707870000,KC 788,UN,NL,-78.533691,42.017689,NO,9,POINT (-78.533691 42.017689)
Unknown,Cattaraugus,Allegany,31009707880000,KC 789,UN,NL,-78.533813,42.008892,NO,9,POINT (-78.533813 42.008892)
Unknown,Cattaraugus,Allegany,31009707890000,KC 790,UN,NL,-78.533836,42.005821,NO,9,POINT (-78.533836 42.005821)
Unknown,Cattaraugus,Allegany,31009707900000,KC 791,UN,NL,-78.53392,42.006866,NO,9,POINT (-78.53392 42.006866)
Unknown,Cattaraugus,Allegany,31009707910000,KC 792,UN,NL,-78.533981,42.009533,NO,9,POINT (-78.533981 42.009533)
Unknown,Cattaraugus,Allegany,31009707920000,KC 793,UN,NL,-78.534012,42.009171,NO,9,POINT (-78.534012 42.009171)
Unknown,Cattaraugus,Allegany,31009707930000,KC 794,UM,NL,-78.534019,42.00214,NO,9,POINT (-78.534019 42.00214)
Unknown,Cattaraugus,Allegany,31009707940000,KC 795,UM,NL,-78.534019,42.002853,NO,9,POINT (-78.534019 42.002853)
Unknown,Cattaraugus,Allegany,31009707950000,KC 796,UN,NL,-78.534065,42.00774,NO,9,POINT (-78.534065 42.00774)
Unknown,Cattaraugus,Allegany,31009707960000,KC 797,UM,NL,-78.534134,42.000336,NO,9,POINT (-78.534134 42.000336)
Unknown,Cattaraugus,Allegany,31009707970000,KC 798,UN,NL,-78.534157,42.00383,NO,9,POINT (-78.534157 42.00383)
Unknown,Cattaraugus,Allegany,31009707980000,KC 799,UN,NL,-78.53418,42.001263,NO,9,POINT (-78.53418 42.001263)
Unknown,Cattaraugus,Allegany,31009707990000,KC 800,UN,NL,-78.534225,42.012756,NO,9,POINT (-78.534225 42.012756)
Unknown,Cattaraugus,Allegany,31009708000000,KC 801,UN,NL,-78.534233,42.008858,NO,9,POINT (-78.534233 42.008858)
Unknown,Cattaraugus,Allegany,31009708010000,KC 802,UN,NL,-78.534363,42.006092,NO,9,POINT (-78.534363 42.006092)
Unknown,Cattaraugus,Allegany,31009708020000,KC 803,UN,NL,-78.534454,42.00071,NO,9,POINT (-78.534454 42.00071)
Unknown,Cattaraugus,Allegany,31009708030000,KC 804,UM,NL,-78.534592,42.000305,NO,9,POINT (-78.534592 42.000305)
