COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE,VERIFIED LOCATION,REGION,Georeference
"Duchscherer, William J.",Orleans,Shelby,31073000000000,Cook D R 1,UM,DW,-78.44156,43.18586,NO,8,POINT (-78.44156 43.18586)
Unknown,Erie,Elma,31029000000000,Cotton G G 1,UN,GD,-78.60549,42.86337,NO,9,POINT (-78.60549 42.86337)
Alden Batavia Natural Gas Co.,Erie,Alden,31029000000000,Nobel Nuwer,UN,GD,-78.56141,42.91508,NO,9,POINT (-78.56141 42.91508)
Valley Drilling Corp. of America,Chautauqua,Busti,31013200000000,D Eckstrom 5,UL,OD,-79.29716,42.006463,YES,9,POINT (-79.29716 42.006463)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young P-44,UL,IW,-77.71145,42.09361,NO,8,POINT (-77.71145 42.09361)
NYS Natural Gas Corp.,Steuben,Troupsburg,31101000000000,Lozier 1,UM,DW,-77.54299,42.01248,NO,8,POINT (-77.54299 42.01248)
"Lee Oil Company, Inc.",Steuben,West Union,31101200000000,Rex 422,UL,OD,-77.69763,42.09843,NO,8,POINT (-77.69763 42.09843)
Unknown,Cattaraugus,Hinsdale,31009700000000,Hinsdale F-1,UN,NL,-78.39907,42.134644,NO,9,POINT (-78.39907 42.134644)
Unknown,Allegany,Bolivar,31003700000000,Dunn J 40,UM,NL,-78.16126,42.062897,NO,9,POINT (-78.16126 42.062897)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Barney 291,UL,IW,-77.70816,42.0933,NO,8,POINT (-77.70816 42.0933)
Unknown,Cattaraugus,Allegany,31009700000000,KC 649,UN,NL,-78.52859,42.005814,NO,9,POINT (-78.52859 42.005814)
Unknown,Cattaraugus,Allegany,31009700000000,KC 331,UM,NL,-78.51667,42.009003,NO,9,POINT (-78.51667 42.009003)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-20,UL,IW,-77.70455,42.09658,NO,8,POINT (-77.70455 42.09658)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 353,UL,NL,-77.69599,42.09204,NO,8,POINT (-77.69599 42.09204)
Unknown,Cattaraugus,Allegany,31009700000000,KC 930,UN,NL,-78.54298,42.004929,NO,9,POINT (-78.54298 42.004929)
Unknown,Allegany,Wirt,31003700000000,PYR 50,UN,NL,-78.17766,42.084255,NO,9,POINT (-78.17766 42.084255)
Unknown,Allegany,Wirt,31003700000000,Schamberger J 9,UM,NL,-78.18459,42.089142,NO,9,POINT (-78.18459 42.089142)
Geneva Gas,Ontario,Phelps,31069000000000,Peachy C E 1,UL,DW,-77.03856,42.92194,NO,8,POINT (-77.03856 42.92194)
Unknown,Allegany,Bolivar,31003700000000,DF 15,UL,NL,-78.1182,42.04659,YES,9,POINT (-78.1182 42.04659)
Unknown,Allegany,Bolivar,31003700000000,PG 48,UM,NL,-78.07885,42.063416,NO,9,POINT (-78.07885 42.063416)
Unknown,Cattaraugus,Allegany,31009700000000,KC 402,UN,NL,-78.5202,42.016941,NO,9,POINT (-78.5202 42.016941)
Unknown,Cattaraugus,Allegany,31009700000000,KC 484,UM,NL,-78.52291,42.014591,NO,9,POINT (-78.52291 42.014591)
Unknown,Allegany,Bolivar,31003700000000,PG 44,UM,NL,-78.07832,42.060772,NO,9,POINT (-78.07832 42.060772)
"Allegro Oil & Gas, Inc.",Allegany,Genesee,31003600000000,Krampf U2,UL,NL,-78.20149,42.071209,YES,9,POINT (-78.20149 42.071209)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ho-13,UN,OD,-78.57152,42.01756,NO,9,POINT (-78.57152 42.01756)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 26,UL,OD,-78.06065,42.07554,YES,9,POINT (-78.06065 42.07554)
Unknown,Allegany,Alma,31003700000000,Root F 233,UM,NL,-78.06335,42.058651,NO,9,POINT (-78.06335 42.058651)
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar P-45,UL,IW,-78.10986,42.02706,YES,9,POINT (-78.10986 42.02706)
Unknown,Cattaraugus,Allegany,31009700000000,KC 171,UN,NL,-78.50012,42.019062,NO,9,POINT (-78.50012 42.019062)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 307,UL,OD,-77.70879,42.09399,NO,8,POINT (-77.70879 42.09399)
Unknown,Cattaraugus,Allegany,31009700000000,KC 634,UN,NL,-78.52808,42.00457,NO,9,POINT (-78.52808 42.00457)
Unknown,Cattaraugus,Allegany,31009700000000,KC 283,UM,NL,-78.51386,42.010021,NO,9,POINT (-78.51386 42.010021)
Unknown,Cattaraugus,Allegany,31009700000000,KC 13,UM,NL,-78.48245,42.020401,NO,9,POINT (-78.48245 42.020401)
Unknown,Steuben,Cameron,31101000000000,Unnamed,UM,GW,,,NO,8,
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Austin 16,UL,OD,-77.70677,42.0928,NO,8,POINT (-77.70677 42.0928)
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 64,UL,OD,-78.11082,42.081146,YES,9,POINT (-78.11082 42.081146)
Unknown,Cattaraugus,Allegany,31009700000000,KC 572,UN,NL,-78.52599,42.004635,NO,9,POINT (-78.52599 42.004635)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 0-16,UL,IW,-77.71414,42.09344,NO,8,POINT (-77.71414 42.09344)
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Binning J 2,UM,GD,-76.32172,43.17455,NO,7,POINT (-76.32172 43.17455)
Unknown,Cattaraugus,Carrollton,31009500000000,Roggenbaum U1,UL,OD,-78.609,42.08196,NO,9,POINT (-78.609 42.08196)
Unknown,Allegany,Bolivar,31003700000000,DF 7,UL,NL,-78.11648,42.043822,YES,9,POINT (-78.11648 42.043822)
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 019,UL,IW,-77.96786,42.033603,YES,9,POINT (-77.96786 42.033603)
Meridian Gas Co.,Onondaga,Lysander,31067000000000,van Duesen,UM,DH,-76.30483,43.18786,NO,7,POINT (-76.30483 43.18786)
Ontario Gas,Livingston,Livonia,31051000000000,Warner 1,UM,DW,-77.70184,42.83806,NO,8,POINT (-77.70184 42.83806)
Unknown,Allegany,Wirt,31003700000000,Schamberger J 15,UM,NL,-78.18519,42.088268,NO,9,POINT (-78.18519 42.088268)
Unknown,Allegany,Bolivar,31003700000000,OR 49,UM,NL,-78.0937,42.066208,NO,9,POINT (-78.0937 42.066208)
"Dearth, G. et al",Seneca,Junius,31099000000000,Dadson 1,UM,GD,-76.92159,42.95027,NO,8,POINT (-76.92159 42.95027)
Unknown,Cattaraugus,Allegany,31009700000000,KC 941,UN,NL,-78.54373,42.002125,NO,9,POINT (-78.54373 42.002125)
"Republic Light, Heat & Power",Ontario,Bristol,31069000000000,Case C.E. 1,UL,DH,-77.40707,42.831696,NO,8,POINT (-77.40707 42.831696)
Unknown,Cattaraugus,Allegany,31009700000000,KC 515,UN,NL,-78.524,42.003418,NO,9,POINT (-78.524 42.003418)
Finance Oil & Gas,Erie,Perrysburg,31029100000000,Doxtator R-88,UN,GD,-78.97939,42.487861,NO,9,POINT (-78.97939 42.487861)
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 022,UL,IW,-77.97268,42.032724,YES,9,POINT (-77.97268 42.032724)
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 840(G),UL,IW,-78.17927,42.07411,YES,9,POINT (-78.17927 42.07411)
Unknown,Cattaraugus,Allegany,31009700000000,KC 611,UM,NL,-78.52717,42.009693,NO,9,POINT (-78.52717 42.009693)
Unknown,Allegany,Alma,31003700000000,Root F 40,UN,NL,-78.05371,42.060787,NO,9,POINT (-78.05371 42.060787)
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Williams S P and N S,UM,GD,-79.23305,42.47641,NO,9,POINT (-79.23305 42.47641)
Unknown,Oneida,Trenton,31065000000000,Morgan E D 1,UN,DW,-75.19722,43.2059,NO,6,POINT (-75.19722 43.2059)
Meridian Gas Co.,Onondaga,Van Buren,31067000000000,Bailey,UM,GD,-76.33749,43.17853,NO,7,POINT (-76.33749 43.17853)
Unknown,Allegany,Wirt,31003700000000,PYR 6,UM,NL,-78.1759,42.087048,NO,9,POINT (-78.1759 42.087048)
Unknown,Cattaraugus,Allegany,31009700000000,KC 198,UN,NL,-78.50496,42.009838,NO,9,POINT (-78.50496 42.009838)
Unknown,Cattaraugus,Allegany,31009700000000,KC 777,UM,NL,-78.5332,42.001701,NO,9,POINT (-78.5332 42.001701)
Unknown,Cattaraugus,Allegany,31009700000000,KC 798,UN,NL,-78.53416,42.00383,NO,9,POINT (-78.53416 42.00383)
Unknown,Allegany,Genesee,31003600000000,Oconnor 21,UL,NL,-78.23816,42.051827,YES,9,POINT (-78.23816 42.051827)
Unknown,Allegany,Genesee,31003600000000,Oconnor 11,UL,IW,-78.23558,42.05044,YES,9,POINT (-78.23558 42.05044)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 6,UL,OD,-78.06047,42.076362,YES,9,POINT (-78.06047 42.076362)
Unknown,Allegany,Bolivar,31003700000000,Dunn J 95,UL,NL,-78.15999,42.05683,YES,9,POINT (-78.15999 42.05683)
Unknown,Allegany,Bolivar,31003700000000,OR 45,UM,NL,-78.09342,42.065395,NO,9,POINT (-78.09342 42.065395)
Unknown,Allegany,Alma,31003700000000,Balcerak G 81,UN,NL,-78.06332,42.064499,NO,9,POINT (-78.06332 42.064499)
Unknown,Allegany,Wirt,31003700000000,Reiman L 66,UN,NL,-78.15024,42.097324,NO,9,POINT (-78.15024 42.097324)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ho-11,UL,OD,-78.57465,42.01752,YES,9,POINT (-78.57465 42.01752)
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 23o,UL,OD,-78.10334,42.07111,YES,9,POINT (-78.10334 42.07111)
Ontario Gas,Ontario,East Bloomfield,31069000000000,Denby M M 2,UM,GD,-77.47058,42.86769,NO,8,POINT (-77.47058 42.86769)
Unknown,Allegany,Alma,31003700000000,Balcerak G 77,UN,NL,-78.063,42.067383,NO,9,POINT (-78.063 42.067383)
"Crooks, John C",Allegany,Genesee,31003600000000,Childs U22,UL,NL,-78.22079,42.08089,YES,9,POINT (-78.22079 42.08089)
"Rich, Rollin",Chautauqua,Sheridan,31013000000000,Yonkers H 1,UN,NL,-79.26738,42.44973,NO,9,POINT (-79.26738 42.44973)
"Crooks, John C",Allegany,Genesee,31003600000000,Childs U5,UL,NL,-78.22138,42.08161,YES,9,POINT (-78.22138 42.08161)
Unknown,Allegany,Bolivar,31003700000000,Dunn J 18,UM,NL,-78.16196,42.055752,NO,9,POINT (-78.16196 42.055752)
Unknown,Cattaraugus,Allegany,31009700000000,KC 2,UM,NL,-78.47912,42.021343,NO,9,POINT (-78.47912 42.021343)
Unknown,Allegany,Alma,31003700000000,Root F 263,UM,NL,-78.05462,42.06554,NO,9,POINT (-78.05462 42.06554)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-10,UL,OD,-77.70022,42.09426,NO,8,POINT (-77.70022 42.09426)
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 11,UL,OD,-78.46277,42.028048,YES,9,POINT (-78.46277 42.028048)
Unknown,Cattaraugus,Allegany,31009700000000,KC 529,UN,NL,-78.52465,42.00288,NO,9,POINT (-78.52465 42.00288)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 10,UL,OD,-78.05046,42.07564,YES,9,POINT (-78.05046 42.07564)
Unknown,Cattaraugus,Allegany,31009700000000,KC 70,UN,NL,-78.48929,42.022434,NO,9,POINT (-78.48929 42.022434)
"B.C.R. Development, Inc.",Allegany,Alma,31003600000000,Warfield Old 7,UM,OD,-77.9611,42.050269,NO,9,POINT (-77.9611 42.050269)
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Lewis Rob Dana 0,UL,GD,-76.09609,43.633178,NO,7,POINT (-76.09609 43.633178)
Ontario Gas,Ontario,East Bloomfield,31069000000000,Davison C P 1,UM,GD,-77.42402,42.8611,NO,8,POINT (-77.42402 42.8611)
Carey Oil,Cattaraugus,Allegany,31009700000000,Carey 298(G),UL,OD,-78.51813,42.07684,YES,9,POINT (-78.51813 42.07684)
Phoenix Gas Co.,Seneca,Seneca Falls,31099000000000,Well 10,UM,GD,-76.77958,42.91084,NO,8,POINT (-76.77958 42.91084)
Unknown,Allegany,Wirt,31003700000000,PYR 82,UN,NL,-78.1787,42.086159,NO,9,POINT (-78.1787 42.086159)
Unknown,Cattaraugus,Allegany,31009700000000,KC 33,UM,NL,-78.48504,42.024292,NO,9,POINT (-78.48504 42.024292)
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1134,UL,OD,-77.84492,42.10279,YES,9,POINT (-77.84492 42.10279)
Unknown,Allegany,Bolivar,31003700000000,Root K 27,UN,NL,-78.07643,42.057938,NO,9,POINT (-78.07643 42.057938)
Iroquois Gas Corp.,Steuben,Greenwood,31101000000000,Cartwright 1,UM,DW,-77.73646,42.10844,NO,8,POINT (-77.73646 42.10844)
Unknown,Allegany,Bolivar,31003700000000,PFG 97,UN,NL,-78.13685,42.075508,NO,9,POINT (-78.13685 42.075508)
National Fuel Gas Supply Corp.,Wyoming,Middlebury,31121000000000,Markham 1904 1,UL,GD,-78.0989,42.869504,YES,9,POINT (-78.0989 42.869504)
Unknown,Cattaraugus,Allegany,31009700000000,KC 234,UN,NL,-78.50969,42.021603,NO,9,POINT (-78.50969 42.021603)
Unknown,Allegany,Wirt,31003700000000,Reiman L 54,UN,NL,-78.14927,42.094704,NO,9,POINT (-78.14927 42.094704)
Unknown,Cattaraugus,Allegany,31009700000000,KC 102,UN,NL,-78.49207,42.019764,NO,9,POINT (-78.49207 42.019764)
Unknown,Allegany,Genesee,31003600000000,Wilson 6,UL,IW,-78.24376,42.057209,YES,9,POINT (-78.24376 42.057209)
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Tuttle Irving Loundb 2,UL,GD,-76.0591,43.63707,YES,7,POINT (-76.0591 43.63707)
Unknown,Allegany,Bolivar,31003700000000,DF 2,UL,NL,-78.11165,42.04388,YES,9,POINT (-78.11165 42.04388)
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 64,UN,NL,-78.08073,42.071415,NO,9,POINT (-78.08073 42.071415)
Unknown,Erie,Buffalo,31029000000000,Fee 2,UM,NL,-78.83009,42.94863,NO,9,POINT (-78.83009 42.94863)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 0145,UL,IW,-78.05105,42.07514,YES,9,POINT (-78.05105 42.07514)
Unknown,Allegany,Bolivar,31003700000000,PFG 4,UN,NL,-78.12874,42.074718,NO,9,POINT (-78.12874 42.074718)
Unknown,Erie,Alden,31029700000000,Bicheler 1,UL,NL,-78.52132,42.89671,YES,9,POINT (-78.52132 42.89671)
Norris Oil Co.,Cattaraugus,Olean,31009700000000,Barnum Weston - T2,UL,OD,,,NO,9,
Unknown,Cattaraugus,Allegany,31009700000000,KC 861,UN,NL,-78.53857,42.003178,NO,9,POINT (-78.53857 42.003178)
Finance Oil & Gas,Erie,Perrysburg,31029100000000,Nephew & Williams R-133,UN,GD,-78.99739,42.518424,NO,9,POINT (-78.99739 42.518424)
Unknown,Allegany,Bolivar,31003700000000,PFG 92,UN,NL,-78.13655,42.074211,NO,9,POINT (-78.13655 42.074211)
Unknown,Allegany,Alma,31003700000000,Root F 107,UM,NL,-78.05724,42.062778,NO,9,POINT (-78.05724 42.062778)
Unknown,Ontario,Phelps,31069600000000,See 099-02263,UM,NL,,,NO,8,
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 26i,UL,IW,-78.10168,42.07064,YES,9,POINT (-78.10168 42.07064)
Unknown,Cattaraugus,Allegany,31009700000000,KC 272,UN,NL,-78.51324,42.016354,NO,9,POINT (-78.51324 42.016354)
NYS Natural Gas Corp.,Steuben,Woodhull,31101000000000,Park Est. 1,UM,DH,-77.34412,42.07928,NO,8,POINT (-77.34412 42.07928)
Unknown,Oneida,Rome,31065000000000,Eddy Carl,UM,DW,-75.44541,43.2524,NO,6,POINT (-75.44541 43.2524)
Unknown,Allegany,Wirt,31003700000000,Reiman L 40,UN,NL,-78.14858,42.096786,NO,9,POINT (-78.14858 42.096786)
Unknown,Allegany,Bolivar,31003700000000,Dunn P 60,UM,NL,-78.15482,42.05949,NO,9,POINT (-78.15482 42.05949)
Unknown,Allegany,Genesee,31003700000000,PPP 3,UN,NL,-78.21362,42.079655,NO,9,POINT (-78.21362 42.079655)
Unknown,Allegany,Wirt,31003700000000,PYR 11,UM,NL,-78.17627,42.086689,NO,9,POINT (-78.17627 42.086689)
Unknown,Cattaraugus,Allegany,31009700000000,KC 732,UN,NL,-78.53113,42.009075,NO,9,POINT (-78.53113 42.009075)
"Hanes, Merlin",Cattaraugus,Allegany,31009100000000,Roggenbaum 15,UM,OD,-78.5677,42.07996,NO,9,POINT (-78.5677 42.07996)
Newfield Gas & Oil,Livingston,West Sparta,31051000000000,Bradner 4,UM,GD,-77.7437,42.5797,NO,8,POINT (-77.7437 42.5797)
"Urban Snow Gas Co., Inc.",Cayuga,Cato,31011100000000,Joshanski 1,UL,GD,-76.54768,43.12067,NO,7,POINT (-76.54768 43.12067)
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 56,UN,NL,-78.07905,42.072498,NO,9,POINT (-78.07905 42.072498)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009200000000,Mallory Nr5,UL,OD,-78.55801,42.01877,YES,9,POINT (-78.55801 42.01877)
Unknown,Allegany,Wirt,31003700000000,Crockett D 67,UN,NL,-78.17419,42.085476,NO,9,POINT (-78.17419 42.085476)
Unknown,Allegany,Bolivar,31003700000000,PG 18,UL,NL,-78.07551,42.06442,YES,9,POINT (-78.07551 42.06442)
Unknown,Allegany,Wirt,31003700000000,Webb E U1,UL,NL,-78.14777,42.09922,YES,9,POINT (-78.14777 42.09922)
Unknown,Allegany,Bolivar,31003700000000,PFG 72,UM,NL,-78.13438,42.074184,NO,9,POINT (-78.13438 42.074184)
Unknown,Cattaraugus,Dayton,31009000000000,Nenno Frank 2,UL,NL,-79.01723,42.43452,YES,9,POINT (-79.01723 42.43452)
Unknown,Cattaraugus,Carrollton,31009500000000,Roggenbaum U1,UL,OD,-78.609,42.08196,NO,9,POINT (-78.609 42.08196)
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar p-46,UL,IW,-78.10863,42.030877,NO,9,POINT (-78.10863 42.030877)
Alden Batavia Natural Gas Co.,Erie,Alden,31029000000000,Olds Joseph G,UM,GD,-78.54326,42.91136,NO,9,POINT (-78.54326 42.91136)
Finance Oil & Gas,Erie,Brant,31029100000000,Nancy Halftown R-89,UN,GD,-79.09756,42.566671,NO,9,POINT (-79.09756 42.566671)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 0-8,UL,OD,-77.71101,42.09162,NO,8,POINT (-77.71101 42.09162)
"Urban Snow Gas Co., Inc.",Cayuga,Cato,31011200000000,Jorolemon 1,UL,DH,-76.54712,43.09206,NO,7,POINT (-76.54712 43.09206)
B & B Oil,Allegany,Genesee,31003600000000,Fee U2,UL,NL,-78.19309,42.0835,YES,9,POINT (-78.19309 42.0835)
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 35,UN,NL,-78.14928,42.075966,NO,9,POINT (-78.14928 42.075966)
Unknown,Cattaraugus,Allegany,31009700000000,Thropp 233(G),UL,OD,-78.4986,42.0717,YES,9,POINT (-78.4986 42.0717)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Eo-17,UL,OD,-78.56108,42.01239,YES,9,POINT (-78.56108 42.01239)
Unknown,Cattaraugus,Allegany,31009600000000,Kurty U26,UL,OD,-78.50314,42.02641,YES,9,POINT (-78.50314 42.02641)
Transamerican Petroleum Corp.,Wyoming,Middlebury,31121000000000,Queen G 1,UL,GD,-78.14462,42.79396,YES,9,POINT (-78.14462 42.79396)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 098,UL,IW,-78.0531,42.0787,YES,9,POINT (-78.0531 42.0787)
Unknown,Cattaraugus,Allegany,31009600000000,McGuire 6,UL,OD,-78.52864,42.037901,YES,9,POINT (-78.52864 42.037901)
Unknown,Allegany,Bolivar,31003700000000,DF 26,UN,NL,-78.12066,42.037651,NO,9,POINT (-78.12066 42.037651)
Unknown,Allegany,Bolivar,31003700000000,DF 49,UN,NL,-78.12544,42.037365,NO,9,POINT (-78.12544 42.037365)
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Phillips Wallace 0,UL,GD,-76.19387,43.56326,NO,7,POINT (-76.19387 43.56326)
Unknown,Allegany,Wirt,31003700000000,PYR 74,UM,NL,-78.17843,42.090046,NO,9,POINT (-78.17843 42.090046)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 146,UL,OD,-77.69788,42.08794,NO,8,POINT (-77.69788 42.08794)
Unknown,Steuben,Dansville,31101000000000,Rowe 23,UM,DW,-77.69683,42.51372,NO,8,POINT (-77.69683 42.51372)
Pennzoil Products Co.,Allegany,Bolivar,31003600000000,Ballard Old 5,UL,OD,-78.18576,42.083,NO,9,POINT (-78.18576 42.083)
Belmont Quadrangle Drilling,Tompkins,Dryden,31109000000000,Hildreth George,UN,DW,-76.45312,42.54325,NO,7,POINT (-76.45312 42.54325)
Iroquois Gas Corp.,Erie,Collins,31029100000000,Parkinson I-48,UN,ST,-78.79179,42.4716,NO,9,POINT (-78.79179 42.4716)
Unknown,Cattaraugus,Allegany,31009700000000,KC 186,UN,NL,-78.50237,42.012802,NO,9,POINT (-78.50237 42.012802)
Unknown,Allegany,Wirt,31003700000000,Schamberger J 82,UM,NL,-78.18947,42.088741,NO,9,POINT (-78.18947 42.088741)
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Gollner 3,UM,GD,-76.11716,43.56955,NO,7,POINT (-76.11716 43.56955)
Unknown,Allegany,Genesee,31003700000000,Nease 2,UN,OD,-78.20844,42.08326,NO,9,POINT (-78.20844 42.08326)
Unknown,Allegany,Wirt,31003700000000,Schamberger J 96,UM,NL,-78.19059,42.089611,NO,9,POINT (-78.19059 42.089611)
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar U-1,UL,OD,-78.10954,42.027487,NO,9,POINT (-78.10954 42.027487)
Unknown,Cattaraugus,Allegany,31009700000000,KC 884,UN,NL,-78.53985,42.008343,NO,9,POINT (-78.53985 42.008343)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Fo-11,UL,OD,-78.55237,42.01523,YES,9,POINT (-78.55237 42.01523)
Unknown,Cattaraugus,Allegany,31009700000000,KC 112,UN,NL,-78.49304,42.018261,NO,9,POINT (-78.49304 42.018261)
Lee Gas Co.,Cattaraugus,Otto,31009000000000,None Specified,UM,GD,-78.84458,42.38716,NO,9,POINT (-78.84458 42.38716)
Unknown,Allegany,Wirt,31003700000000,Schamberger J 40,UM,NL,-78.18697,42.089039,NO,9,POINT (-78.18697 42.089039)
P & G Oil Co.,Allegany,Willing,31003700000000,Roeske 02016,UM,OD,-77.89383,42.08326,NO,9,POINT (-77.89383 42.08326)
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,NY Central R R 0,UM,GD,-76.97577,42.91674,NO,8,POINT (-76.97577 42.91674)
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 8,UN,NL,-78.14836,42.072472,NO,9,POINT (-78.14836 42.072472)
Allegany Oil,Schuyler,Reading,31097000000000,Kress 1,UM,DW,-76.91035,42.45014,NO,8,POINT (-76.91035 42.45014)
Case Oil Corp.,Allegany,Bolivar,31003700000000,Case 13i,UL,IW,-78.10267,42.07067,YES,9,POINT (-78.10267 42.07067)
Winwest Oil & Mining Ltd.,Ontario,Seneca,31069100000000,Ansley Rex 2,UL,GD,-77.06506,42.80741,NO,8,POINT (-77.06506 42.80741)
Unknown,Steuben,Greenwood,31101000000000,Richards,UM,OD,,,NO,8,
Reservation Gas,Chautauqua,Hanover,31013000000000,Burmaster Homer 1,UM,GD,-79.10651,42.56579,NO,9,POINT (-79.10651 42.56579)
Unknown,Allegany,Wirt,31003700000000,Schamberger J 51,UM,NL,-78.18745,42.089855,NO,9,POINT (-78.18745 42.089855)
New York State,Onondaga,Syracuse City,31067000000000,Onondaga Salt Reserve 1,UN,SG,-76.1798,43.06392,NO,7,POINT (-76.1798 43.06392)
"Loomis, T.B.",Yates,Middlesex,31123000000000,Loomis 3,UM,DH,-77.23795,42.74637,NO,8,POINT (-77.23795 42.74637)
Eason Oil Co.,Livingston,Lima,31051000000000,Krebecke 1,UL,DW,-77.62196,42.88033,NO,8,POINT (-77.62196 42.88033)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-308,UL,OD,-78.55417,42.02025,YES,9,POINT (-78.55417 42.02025)
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Woodard/Crast,UL,NL,-76.04666,43.65566,YES,7,POINT (-76.04666 43.65566)
Unknown,Chautauqua,Ripley,31013700000000,Sharp 1,UN,NL,-79.7195,42.26395,NO,9,POINT (-79.7195 42.26395)
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar 14,UL,OD,-78.1118,42.028398,NO,9,POINT (-78.1118 42.028398)
Unknown,Wayne,Ontario,31117000000000,None Specified,UM,DW,,,NO,8,
Unknown,Cattaraugus,Allegany,31009700000000,KC 788,UN,NL,-78.53369,42.017689,NO,9,POINT (-78.53369 42.017689)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 407,UM,NL,,,NO,8,
Unknown,Yates,Jerusalem,31123100000000,Fee 1,UL,DH,-77.15353,42.59839,NO,8,POINT (-77.15353 42.59839)
"Crooks, John C",Allegany,Genesee,31003600000000,Childs U4,UL,NL,-78.22208,42.08205,YES,9,POINT (-78.22208 42.08205)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 059,UL,IW,-78.05829,42.07582,YES,9,POINT (-78.05829 42.07582)
"Lee Oil Company, Inc.",Steuben,West Union,31101100000000,Cloverleaf 0-413,UL,OD,-77.69196,42.09159,NO,8,POINT (-77.69196 42.09159)
"Assoro, Sam",Cayuga,Conquest,31011100000000,Assaro Sam,UM,NL,-76.6331,43.08051,NO,7,POINT (-76.6331 43.08051)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Hw-31,UN,IW,-78.57333,42.01265,NO,9,POINT (-78.57333 42.01265)
Unknown,Allegany,Wirt,31003700000000,Jakima S 53,UM,NL,-78.14539,42.093769,NO,9,POINT (-78.14539 42.093769)
Maple Gas Co.,Cattaraugus,Red House,31009100000000,Allegany State Park 80,UN,GD,-78.7043,42.04242,NO,9,POINT (-78.7043 42.04242)
Eagle Oil,Allegany,Alma,31003700000000,Eagle 02,UL,OD,-78.02588,42.065183,NO,9,POINT (-78.02588 42.065183)
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Kinney G,UL,GD,-76.03854,43.64445,YES,7,POINT (-76.03854 43.64445)
Unknown,Allegany,Alma,31003700000000,Root F 108,UN,NL,-78.05726,42.064163,NO,9,POINT (-78.05726 42.064163)
"Lutgen, John R.",Cattaraugus,Ellicottville,31009100000000,Lutgen 3,UL,GD,-78.60006,42.30731,NO,9,POINT (-78.60006 42.30731)
Unknown,Allegany,Alma,31003700000000,Root F 253,UM,NL,-78.05225,42.065258,NO,9,POINT (-78.05225 42.065258)
