COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE,SURFACE LONGITUDE,SURFACE LATITUDE,VERIFIED LOCATION,REGION,Georeference
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ew-27,UN,IW,-78.56835,42.01156,NO,9,POINT (-78.56835 42.01156)
Unknown,Cattaraugus,Allegany,31009700000000,KC 474,UM,NL,-78.52274,42.010792,NO,9,POINT (-78.52274 42.010792)
Unknown,Allegany,Genesee,31003600000000,Wilson 7,UL,IW,-78.24277,42.057368,YES,9,POINT (-78.24277 42.057368)
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Clark 0,UM,DH,-76.12079,43.5775,NO,7,POINT (-76.12079 43.5775)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Go-24,UL,OD,-78.55692,42.019301,YES,9,POINT (-78.55692 42.019301)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-218,UL,OD,-78.57919,42.01227,YES,9,POINT (-78.57919 42.01227)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-230,UL,IW,-78.57536,42.0106,YES,9,POINT (-78.57536 42.0106)
Unknown,Allegany,Wirt,31003700000000,Reiman L 23,UN,NL,-78.14752,42.093906,NO,9,POINT (-78.14752 42.093906)
Unknown,Allegany,Alma,31003700000000,Root F 274,UM,NL,-78.05577,42.065243,NO,9,POINT (-78.05577 42.065243)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Hw-30,UN,IW,-78.57178,42.01271,NO,9,POINT (-78.57178 42.01271)
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Ransom William 1,UN,GD,-79.24493,42.45083,NO,9,POINT (-79.24493 42.45083)
Unknown,Cattaraugus,Perrysburg,31009000000000,Ticknor Francis 1,UM,GD,-79.00273,42.50418,NO,9,POINT (-79.00273 42.50418)
Unknown,Allegany,Bolivar,31003700000000,DF 78,UL,NL,-78.12991,42.041116,YES,9,POINT (-78.12991 42.041116)
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 14A,UL,OD,-78.18117,42.07434,NO,9,POINT (-78.18117 42.07434)
Unknown,Allegany,Wirt,31003700000000,Cole 1,UN,OD,-78.15665,42.08876,NO,9,POINT (-78.15665 42.08876)
Unknown,Cattaraugus,Allegany,31009700000000,KC 195,UN,NL,-78.50483,42.001987,NO,9,POINT (-78.50483 42.001987)
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Warfield 146,UM,OD,-77.95691,42.047405,NO,9,POINT (-77.95691 42.047405)
Corona Typewriter,Albany,Knox,31001000000000,Finch 1,UN,NL,-74.12681,42.49029,NO,4,POINT (-74.12681 42.49029)
F.E. Petroleum Corp.,Genesee,Byron,31037100000000,Britt 1,UM,GW,-78.09057,43.06043,NO,8,POINT (-78.09057 43.06043)
Unknown,Allegany,Wirt,31003700000000,Strawser B 9,UN,NL,-78.14601,42.096939,NO,9,POINT (-78.14601 42.096939)
"Lovell, Tower et al",Oswego,Scriba,31075000000000,Beckwith Martin 1,UN,DW,-76.46499,43.43402,NO,7,POINT (-76.46499 43.43402)
Unknown,Cattaraugus,Allegany,31009700000000,KC 657,UN,NL,-78.52875,42.007996,NO,9,POINT (-78.52875 42.007996)
Unknown,Cattaraugus,Allegany,31009700000000,KC 690,UM,NL,-78.52965,42.014565,NO,9,POINT (-78.52965 42.014565)
Unknown,Allegany,Bolivar,31003700000000,Root K 24,UM,NL,-78.07604,42.059757,NO,9,POINT (-78.07604 42.059757)
Unknown,Allegany,Bolivar,31003700000000,PG 2,UM,NL,-78.07397,42.06184,NO,9,POINT (-78.07397 42.06184)
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Warfield 122a,UM,OD,-77.96247,42.05081,NO,9,POINT (-77.96247 42.05081)
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 33,UN,NL,-78.14903,42.075848,NO,9,POINT (-78.14903 42.075848)
Wood Oil Co.,Cattaraugus,Olean,31009600000000,58,UL,IW,-78.41884,42.00622,YES,9,POINT (-78.41884 42.00622)
New York Natural Gas Co.,Livingston,York,31051000000000,Walton 1,UM,DH,-77.93414,42.88518,NO,8,POINT (-77.93414 42.88518)
Unknown,Cattaraugus,Allegany,31009700000000,KC 411,UM,NL,-78.52035,42.001411,NO,9,POINT (-78.52035 42.001411)
Unknown,Cattaraugus,Allegany,31009700000000,KC 528,UN,NL,-78.52463,42.004028,NO,9,POINT (-78.52463 42.004028)
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 101,UN,NL,-78.1515,42.073559,NO,9,POINT (-78.1515 42.073559)
Norris Oil Co.,Cattaraugus,Olean,31009700000000,Barnum Weston - T3,UL,OD,,,NO,9,
Unknown,Allegany,Bolivar,31003700000000,PFG 41,UN,NL,-78.13144,42.076057,NO,9,POINT (-78.13144 42.076057)
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,Patrick P I 2,UM,GD,-76.97951,42.91618,NO,8,POINT (-76.97951 42.91618)
P & G Oil Co.,Allegany,Willing,31003600000000,Minges U3,UL,NL,-77.90168,42.08234,YES,9,POINT (-77.90168 42.08234)
Unknown,Allegany,Bolivar,31003700000000,DF 41,UN,NL,-78.12355,42.036358,NO,9,POINT (-78.12355 42.036358)
Unknown,Allegany,Wirt,31003700000000,Schamberger J 37,UM,NL,-78.18684,42.089622,NO,9,POINT (-78.18684 42.089622)
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case U1,UL,IW,-78.10163,42.07235,YES,9,POINT (-78.10163 42.07235)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 148,UL,OD,-77.6984,42.08757,NO,8,POINT (-77.6984 42.08757)
Unknown,Allegany,Bolivar,31003700000000,Dunn J 64,UN,NL,-78.15857,42.058098,NO,9,POINT (-78.15857 42.058098)
Moore Producing Co.,Allegany,Bolivar,31003600000000,Curtis Farm U5,UL,IW,-78.19012,42.07563,YES,9,POINT (-78.19012 42.07563)
Miller Oil Co.,Cattaraugus,Allegany,31009700000000,Kinley k26,UL,OD,-78.50443,42.00114,YES,9,POINT (-78.50443 42.00114)
Pennzoil Products Co.,Allegany,Wirt,31003600000000,Green 75,UL,IW,-78.17564,42.08954,NO,9,POINT (-78.17564 42.08954)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-302,UL,IW,-78.5554,42.02153,YES,9,POINT (-78.5554 42.02153)
Finance Oil & Gas,Erie,Collins,31029100000000,Amos Pierce R-57,UN,GD,-78.98925,42.546384,NO,9,POINT (-78.98925 42.546384)
Unknown,Cattaraugus,Allegany,31009700000000,KC 776,UM,NL,-78.53317,42.000275,NO,9,POINT (-78.53317 42.000275)
New York Natural Gas Co.,Madison,Brookfield,31053000000000,Morthrup J J 3,UN,DW,-75.37574,42.85957,NO,7,POINT (-75.37574 42.85957)
Unknown,Allegany,Bolivar,31003700000000,DF 86,UL,NL,-78.13195,42.04001,YES,9,POINT (-78.13195 42.04001)
"Loomis, T.B.",Yates,Potter,31123000000000,Loomis 1,UL,DH,-77.23341,42.74572,YES,8,POINT (-77.23341 42.74572)
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Banburg James 3,UL,GD,-76.18964,43.585846,NO,7,POINT (-76.18964 43.585846)
Appalachian Development,Steuben,Bath,31101000000000,State of NY 10-A 3,UL,GD,-77.24461,42.31053,NO,8,POINT (-77.24461 42.31053)
NYS Natural Gas Corp.,Tompkins,Groton,31109000000000,Smith Grant Est,UN,DH,-76.3912,42.55631,NO,7,POINT (-76.3912 42.55631)
Unknown,Steuben,Dansville,31101000000000,Karlnoskie 22,UM,GW,-77.69424,42.52414,NO,8,POINT (-77.69424 42.52414)
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Smith H B De Long 0,UN,GD,-76.10964,43.63999,NO,7,POINT (-76.10964 43.63999)
Unknown,Cattaraugus,Allegany,31009700000000,KC 104,UN,NL,-78.49223,42.020561,NO,9,POINT (-78.49223 42.020561)
Genesee River Gas & Oil,Livingston,Avon,31051000000000,Hogmire 1,UM,DW,-77.80482,42.87653,NO,8,POINT (-77.80482 42.87653)
Appalachian Development,Steuben,West Union,31101000000000,Stebbins 1,UM,DW,-77.69474,42.00384,NO,8,POINT (-77.69474 42.00384)
Unknown,Allegany,Alma,31003700000000,Root F 298,UM,NL,-78.06058,42.064445,NO,9,POINT (-78.06058 42.064445)
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 58,UN,NL,-78.15,42.074314,NO,9,POINT (-78.15 42.074314)
Knights Creek Oil Co.,Allegany,Scio,31003700000000,McKee 8,UL,OD,-78.03995,42.10032,YES,9,POINT (-78.03995 42.10032)
Unknown,Allegany,Bolivar,31003700000000,DF 74,UN,NL,-78.12797,42.035381,NO,9,POINT (-78.12797 42.035381)
"Allegro Oil & Gas, Inc.",Allegany,Genesee,31003600000000,Krampf U5,UL,NL,-78.19197,42.075246,YES,9,POINT (-78.19197 42.075246)
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 105,UL,OD,-77.96967,42.034954,YES,9,POINT (-77.96967 42.034954)
Unknown,Cattaraugus,Allegany,31009600000000,Lippert Hollow U01,UL,OD,-78.4732,42.03278,YES,9,POINT (-78.4732 42.03278)
Unknown,Chautauqua,Carroll,31013700000000,JRJ Enterprises 4,UN,NL,-79.14799,42.02478,NO,9,POINT (-79.14799 42.02478)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 20,UM,OD,-78.05616,42.078564,NO,9,POINT (-78.05616 42.078564)
Unknown,Cattaraugus,Allegany,31009700000000,KC 522,UM,NL,-78.52434,42.011707,NO,9,POINT (-78.52434 42.011707)
Unknown,Allegany,Scio,31003600000000,Vincent 134,UL,OD,-78.064,42.094632,NO,9,POINT (-78.064 42.094632)
Unknown,Cattaraugus,Allegany,31009700000000,KC 907,UN,NL,-78.54148,42.002209,NO,9,POINT (-78.54148 42.002209)
Unknown,Cattaraugus,Allegany,31009700000000,KC 834,UM,NL,-78.53635,42.001251,NO,9,POINT (-78.53635 42.001251)
Rogers et al,Chemung,Southport,31015000000000,Harder 1,UM,GW,-76.82379,42.07169,NO,8,POINT (-76.82379 42.07169)
Unknown,Allegany,Bolivar,31003700000000,Dunn J 98,UM,NL,-78.16015,42.057735,NO,9,POINT (-78.16015 42.057735)
Unknown,Allegany,Bolivar,31003700000000,DF 36,UL,NL,-78.12206,42.0426,YES,9,POINT (-78.12206 42.0426)
Ontario Gas,Ontario,West Bloomfield,31069000000000,Paul 2,UM,GD,-77.50419,42.85645,NO,8,POINT (-77.50419 42.85645)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Fo-10,UL,OD,-78.55376,42.01523,YES,9,POINT (-78.55376 42.01523)
Unknown,Oneida,Rome,31065000000000,Fee,UM,GD,-75.45423,43.20813,NO,6,POINT (-75.45423 43.20813)
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 25,UL,IW,-78.17925,42.08028,NO,9,POINT (-78.17925 42.08028)
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Ballard 15b,UL,IW,-78.18644,42.08285,YES,9,POINT (-78.18644 42.08285)
Unknown,Allegany,Bolivar,31003700000000,PFG 61,UM,NL,-78.13362,42.072708,NO,9,POINT (-78.13362 42.072708)
Unknown,Allegany,Genesee,31003700000000,PPP 50,UM,NL,-78.21819,42.084492,NO,9,POINT (-78.21819 42.084492)
Test Oil Co.,Cattaraugus,Red House,31009100000000,Allegany State Park 59,UN,OD,-78.72685,42.0279,NO,9,POINT (-78.72685 42.0279)
Unknown,Erie,Hamburg,31029700000000,Fee 1,UL,GD,-78.85549,42.7,YES,9,POINT (-78.85549 42.7)
"Haught, Ralph",Allegany,Independence,31003700000000,Haught/Ford 1111,UL,IW,-77.83736,42.0955,YES,9,POINT (-77.83736 42.0955)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 321,UL,IW,-77.70712,42.09584,NO,8,POINT (-77.70712 42.09584)
Unknown,Allegany,Bolivar,31003700000000,Root K 33,UN,NL,-78.07697,42.057529,NO,9,POINT (-78.07697 42.057529)
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Williams S P and N S,UM,GD,-79.22285,42.47476,NO,9,POINT (-79.22285 42.47476)
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,Eddington W G,UM,DH,-76.96886,42.93277,NO,8,POINT (-76.96886 42.93277)
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 8,UL,OD,-78.18034,42.07316,NO,9,POINT (-78.18034 42.07316)
NYS Natural Gas Corp.,Schuyler,Orange,31097000000000,Button 1,UM,DW,-77.06838,42.29875,NO,8,POINT (-77.06838 42.29875)
York Salt Co.,Livingston,York,31051000000000,York Salt Co 1,UL,BR,-77.84995,42.8681,NO,8,POINT (-77.84995 42.8681)
Felmont & Donavan,Steuben,Hartsville,31101000000000,Critchlow 1,UM,DW,-77.68448,42.21248,NO,8,POINT (-77.68448 42.21248)
Unknown,Cattaraugus,Allegany,31009700000000,KC 438,UN,NL,-78.52161,42.00502,NO,9,POINT (-78.52161 42.00502)
C.G.Pipe and Oil Co.,Allegany,Genesee,31003500000000,Camoil(Peary) e-6,UL,OD,-78.21053,42.068855,YES,9,POINT (-78.21053 42.068855)
Unknown,Cattaraugus,Allegany,31009600000000,Kurty U28,UL,OD,-78.49653,42.02587,YES,9,POINT (-78.49653 42.02587)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Go-17,UL,OD,-78.5702,42.01658,YES,9,POINT (-78.5702 42.01658)
Pennzoil Products Co.,Allegany,Bolivar,31003600000000,Green 36,UL,OD,-78.18071,42.0863,NO,9,POINT (-78.18071 42.0863)
Unknown,Ontario,Gorham,31069000000000,Dintruff Peter 2,UM,GD,-77.22985,42.76203,NO,8,POINT (-77.22985 42.76203)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Eo-10,UL,OD,-78.55957,42.01302,YES,9,POINT (-78.55957 42.01302)
Belmont Quadrangle Drilling,Schuyler,Hector,31097000000000,Allen 1,UM,DW,-76.76973,42.51605,NO,8,POINT (-76.76973 42.51605)
Iroquois Gas Corp.,Erie,Lancaster,31029000000000,Depew Deep Well 2,UM,DH,-78.68774,42.93543,NO,9,POINT (-78.68774 42.93543)
Peterman,Steuben,Bradford,31101000000000,White 1,UL,DW,-77.12537,42.28009,NO,8,POINT (-77.12537 42.28009)
Unknown,Allegany,Bolivar,31003700000000,Dunn P 124,UM,NL,-78.15797,42.061684,NO,9,POINT (-78.15797 42.061684)
Unknown,Cattaraugus,Allegany,31009700000000,KC 212,UN,NL,-78.50682,42.000755,NO,9,POINT (-78.50682 42.000755)
Unknown,Steuben,West Union,31101600000000,Hadlock U1,UL,OD,-77.73022,42.069759,NO,8,POINT (-77.73022 42.069759)
NYS Natural Gas Co.,Chemung,Erin,31015000000000,Husted,UM,DW,-76.70218,42.22114,NO,8,POINT (-76.70218 42.22114)
Unknown,Allegany,Bolivar,31003700000000,PYR 127,UL,NL,-78.18012,42.08702,YES,9,POINT (-78.18012 42.08702)
Unknown,Allegany,Bolivar,31003700000000,OR 26,UM,NL,-78.09223,42.066658,NO,9,POINT (-78.09223 42.066658)
Unknown,Allegany,Wirt,31003700000000,Reiman L 5,UN,NL,-78.1467,42.094795,NO,9,POINT (-78.1467 42.094795)
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 24i,UL,IW,-78.10402,42.06873,YES,9,POINT (-78.10402 42.06873)
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 10,UL,OD,-78.60716,42.073592,YES,9,POINT (-78.60716 42.073592)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Do-1,UL,OD,-78.56686,42.01668,YES,9,POINT (-78.56686 42.01668)
Unknown,Allegany,Bolivar,31003600000000,Kansas Property 8,UL,IW,-78.12431,42.02747,YES,9,POINT (-78.12431 42.02747)
Unknown,Cattaraugus,Allegany,31009700000000,Thropp 238(G),UL,OD,-78.4991,42.07232,NO,9,POINT (-78.4991 42.07232)
Newfield Gas & Oil,Livingston,North Dansville,31051000000000,Kridler 1,UM,GD,-77.71779,42.56628,NO,8,POINT (-77.71779 42.56628)
Unknown,Allegany,Wirt,31003700000000,Webb E 29,UM,NL,-78.14819,42.097851,NO,9,POINT (-78.14819 42.097851)
Unknown,Cattaraugus,Allegany,31009700000000,KC 601,UM,NL,-78.52692,42.010654,NO,9,POINT (-78.52692 42.010654)
Unknown,Allegany,Wirt,31003700000000,Reiman L 59,UN,NL,-78.14973,42.095982,NO,9,POINT (-78.14973 42.095982)
Unknown,Allegany,Wirt,31003700000000,Webb E 43,UM,NL,-78.14947,42.099033,NO,9,POINT (-78.14947 42.099033)
"Republic Light, Heat & Power",Ontario,East Bloomfield,31069000000000,Locke 1,UM,DH,-77.45222,42.86796,NO,8,POINT (-77.45222 42.86796)
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1136,UL,OD,-77.84498,42.10512,YES,9,POINT (-77.84498 42.10512)
Unknown,Allegany,Wirt,31003700000000,PYR 24,UM,NL,-78.177,42.089161,NO,9,POINT (-78.177 42.089161)
"Stengel, J.C.",Allegany,Amity,31003000000000,Hills Estate 5,UN,OD,-78.07244,42.19465,NO,9,POINT (-78.07244 42.19465)
Sands-O-Penn,Washington,Hartford,31115000000000,Benton George,UN,NL,-73.45669,43.33505,NO,5,POINT (-73.45669 43.33505)
"Drury, George",Ontario,Bristol,31069000000000,Baker Oren H 1,UL,DH,-77.45406,42.77479,NO,8,POINT (-77.45406 42.77479)
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Bentley 0,UM,DH,-76.1587,43.53475,NO,7,POINT (-76.1587 43.53475)
NY Central Gas,Livingston,Leicester,31051000000000,Hudson,UM,GW,-77.88508,42.77037,NO,8,POINT (-77.88508 42.77037)
"Lee Oil Company, Inc.",Steuben,West Union,31101500000000,Austin 3,UM,IW,-77.69966,42.09171,NO,8,POINT (-77.69966 42.09171)
Unknown,Allegany,Alma,31003700000000,Root F 32,UM,NL,-78.0528,42.061611,NO,9,POINT (-78.0528 42.061611)
Unknown,Allegany,Alma,31003700000000,Root F 68,UM,NL,-78.0557,42.063454,NO,9,POINT (-78.0557 42.063454)
"Comaco Oils, Inc.",Cattaraugus,Olean,31009100000000,Kent 2,UN,OD,-78.43331,42.11129,NO,9,POINT (-78.43331 42.11129)
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Cowen Lilley 1,UM,GD,-76.17293,43.58244,NO,7,POINT (-76.17293 43.58244)
Unknown,Allegany,Genesee,31003700000000,PPP 12,UN,NL,-78.21442,42.080406,NO,9,POINT (-78.21442 42.080406)
Unknown,Allegany,Bolivar,31003700000000,PFG 119,UN,NL,-78.13961,42.073997,NO,9,POINT (-78.13961 42.073997)
Unknown,Cattaraugus,Allegany,31009700000000,KC 879,UN,NL,-78.53972,42.010063,NO,9,POINT (-78.53972 42.010063)
Unknown,Cattaraugus,Allegany,31009700000000,KC 470,UN,NL,-78.52268,42.005501,NO,9,POINT (-78.52268 42.005501)
Unknown,Chautauqua,Hanover,31013000000000,Rich W W 1,UM,GD,-79.15988,42.5376,NO,9,POINT (-79.15988 42.5376)
Unknown,Allegany,Alma,31003700000000,Root F 169,UM,NL,-78.05959,42.060383,NO,9,POINT (-78.05959 42.060383)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-36,UL,IW,-77.70392,42.09886,NO,8,POINT (-77.70392 42.09886)
Frost Gas,Chautauqua,Portland,31013000000000,Brocton,UL,GD,-79.43928,42.38982,YES,9,POINT (-79.43928 42.38982)
P & G Oil Co.,Allegany,Willing,31003600000000,Minges U14,UL,NL,-77.89544,42.08401,YES,9,POINT (-77.89544 42.08401)
Unknown,Cattaraugus,Allegany,31009700000000,KC 819,UN,NL,-78.53559,42.008892,NO,9,POINT (-78.53559 42.008892)
Oneida Products,Oneida,Camden,31065000000000,Dunn 2,UN,GD,-75.7477,43.36929,NO,6,POINT (-75.7477 43.36929)
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Shriver 3,UM,GD,-76.31197,43.15712,NO,7,POINT (-76.31197 43.15712)
Unknown,Allegany,Bolivar,31003700000000,Root K 49,UL,NL,-78.07857,42.05479,YES,9,POINT (-78.07857 42.05479)
Unknown,Cattaraugus,Allegany,31009700000000,KC 722,UN,NL,-78.53068,42.007118,NO,9,POINT (-78.53068 42.007118)
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037000000000,Smead 2,UL,GD,-78.07144,42.9005,NO,8,POINT (-78.07144 42.9005)
Unknown,Cattaraugus,Allegany,31009700000000,KC 52,UN,NL,-78.48758,42.023266,NO,9,POINT (-78.48758 42.023266)
Weaver Oil and Gas Cor.,Genesee,Pavilion,31037000000000,Hume 1,UL,DH,-77.96266,42.9292,NO,8,POINT (-77.96266 42.9292)
Unknown,Allegany,Wirt,31003700000000,Schamberger J 46,UL,NL,-78.1872,42.0899,YES,9,POINT (-78.1872 42.0899)
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Gollner 0,UM,GD,-76.12477,43.56804,NO,7,POINT (-76.12477 43.56804)
Unknown,Cattaraugus,Allegany,31009700000000,KC 652,UM,NL,-78.52861,42.012966,NO,9,POINT (-78.52861 42.012966)
M & W Oil Co.,Cattaraugus,Allegany,31009600000000,Wilbur 1,UL,OD,-78.51453,42.074639,YES,9,POINT (-78.51453 42.074639)
Leiderbach-French,Steuben,Howard,31101000000000,Roosa 1,UM,GD,-77.56304,42.35501,NO,8,POINT (-77.56304 42.35501)
Finance Oil & Gas,Erie,Collins,31029100000000,Clara Jacobs R-76,UN,GD,-78.94888,42.541997,NO,9,POINT (-78.94888 42.541997)
Akron Natural Gas,Erie,Alden,31029000000000,Fox Albert Dittman 1,UN,GD,-78.56512,42.86832,NO,9,POINT (-78.56512 42.86832)
Unknown,Cattaraugus,Allegany,31009700000000,KC 164,UN,NL,-78.49917,42.013268,NO,9,POINT (-78.49917 42.013268)
"Chris Glade Oil & Gas, LLC",Schuyler,Reading,31097200000000,Dixon 1,UL,GW,-76.95412,42.43283,NO,8,POINT (-76.95412 42.43283)
Unknown,Madison,Eaton,31053000000000,Graham Dwight 1,UN,DW,-75.64463,42.88107,NO,7,POINT (-75.64463 42.88107)
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 57,UN,NL,-78.0794,42.071499,NO,9,POINT (-78.0794 42.071499)
P & G Oil Co.,Allegany,Willing,31003600000000,Minges U13,UL,NL,-77.89827,42.08182,YES,9,POINT (-77.89827 42.08182)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 116,UL,IW,-77.69971,42.09018,NO,8,POINT (-77.69971 42.09018)
Empire Portland Cement,Onondaga,Camillus,31067000000000,Warner Plant Well 1,UM,DH,-76.32758,43.07572,NO,7,POINT (-76.32758 43.07572)
Meridian Gas Co.,Onondaga,Elbridge,31067000000000,Rockwell,UM,DW,-76.47008,43.0631,NO,7,POINT (-76.47008 43.0631)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 57,UL,OD,-78.05873,42.075486,YES,9,POINT (-78.05873 42.075486)
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 105,UL,IW,-78.17882,42.07566,NO,9,POINT (-78.17882 42.07566)
Unknown,Oswego,Orwell,31075000000000,Stillwater Or Phineas 1,UN,DW,-75.9197,43.55034,NO,7,POINT (-75.9197 43.55034)
Unknown,Cattaraugus,Allegany,31009700000000,KC 504,UM,NL,-78.5238,42.013611,NO,9,POINT (-78.5238 42.013611)
Unknown,Chautauqua,Pomfret,31013000000000,Giambrune G.,UN,GD,-79.31164,42.40792,NO,9,POINT (-79.31164 42.40792)
"Genegantslet Gas & Oil Co., Inc",Chenango,Smithville,31017100000000,Decker 5,UL,GE,-75.77299,42.39041,YES,7,POINT (-75.77299 42.39041)
Unknown,Cattaraugus,Allegany,31009700000000,KC 380,UN,NL,-78.51902,42.008987,NO,9,POINT (-78.51902 42.008987)
Unknown,Allegany,Alma,31003700000000,Balcerak G 4,UM,NL,-78.06223,42.060501,NO,9,POINT (-78.06223 42.060501)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young P-43,UL,IW,-77.71039,42.09361,NO,8,POINT (-77.71039 42.09361)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 236,UL,NL,-77.69895,42.09238,NO,8,POINT (-77.69895 42.09238)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Cw-9,UN,IW,-78.55085,42.01602,NO,9,POINT (-78.55085 42.01602)
"Republic Light, Heat & Power",Chautauqua,Arkwright,31013000000000,Martina C,UM,GD,-79.28056,42.42388,NO,9,POINT (-79.28056 42.42388)
Unknown,Allegany,Genesee,31003700000000,PPP 39,UM,NL,-78.21687,42.084347,NO,9,POINT (-78.21687 42.084347)
Unknown,Cattaraugus,Carrollton,31009100000000,Allegany State Park 191,UN,OD,-78.62558,42.03018,NO,9,POINT (-78.62558 42.03018)
Unknown,Allegany,Alma,31003700000000,Fisher J 5,UN,NL,-78.05956,42.065903,NO,9,POINT (-78.05956 42.065903)
Newfield Gas & Oil,Livingston,West Sparta,31051000000000,Bradner 3,UM,GD,-77.74221,42.58231,NO,8,POINT (-77.74221 42.58231)
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian U2,UL,NL,-78.0493,42.07601,YES,9,POINT (-78.0493 42.07601)
Unknown,Cattaraugus,Allegany,31009700000000,KC 638,UL,NL,-78.52784,42.012201,YES,9,POINT (-78.52784 42.012201)
Unknown,Cattaraugus,Allegany,31009700000000,KC 414,UN,NL,-78.52057,42.015598,NO,9,POINT (-78.52057 42.015598)
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 35,UL,IW,-78.11237,42.083429,YES,9,POINT (-78.11237 42.083429)
Hadley & Rogers,Cayuga,Conquest,31011000000000,Hoffman Walter 1,UM,DW,-76.59283,43.11632,NO,7,POINT (-76.59283 43.11632)
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 9,UL,OD,-77.70624,42.08834,NO,8,POINT (-77.70624 42.08834)
Unknown,Cattaraugus,Allegany,31009700000000,KC 953,UN,NL,-78.54435,42.009289,NO,9,POINT (-78.54435 42.009289)
Unknown,Allegany,Wirt,31003700000000,Reiman L 107,UN,NL,-78.15294,42.094162,NO,9,POINT (-78.15294 42.094162)
Finance Oil & Gas,Erie,Brant,31029100000000,Pierce R-122 (I-1674),UN,GD,-79.07259,42.58257,NO,9,POINT (-79.07259 42.58257)
Cameron Valley Estates Corp.,Steuben,Cameron,31101100000000,Naar 424,UL,GD,-77.39382,42.18687,NO,8,POINT (-77.39382 42.18687)
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 32,UN,NL,-78.07632,42.072094,NO,9,POINT (-78.07632 42.072094)
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Aw-6,UN,IW,-78.57395,42.01482,NO,9,POINT (-78.57395 42.01482)
Unknown,Onondaga,Van Buren,31067000000000,Leopold 2,UM,GD,-76.33205,43.14748,NO,7,POINT (-76.33205 43.14748)
Unknown,Cattaraugus,Allegany,31009700000000,KC 260,UN,NL,-78.51232,42.013714,NO,9,POINT (-78.51232 42.013714)
Unknown,Cattaraugus,Allegany,31009700000000,KC 583,UM,NL,-78.52636,42.001526,NO,9,POINT (-78.52636 42.001526)
